행정 구역,업소명,소재지,전화번호,관리구분
광주 광산구,(주)대창석유직영 양지충전소,광주 광산구 소촌동 756-13,062-945-9090,자동차충전
광주 광산구,광산ICLPG충전소,광주 광산구 도천동 123-22,062-951-2283,자동차+탱크
광주 광산구,개인택시조합 제2충전소,광주 광산구 신촌동 682-5,062-944-9500,자동차충전
광주 광산구,공항LPG충전소,광주 광산구 신촌동 682-13,062-944-2300,자동차충전
광주 광산구,신공항LPG충전소,광주 광산구 신촌동 689-1 외 4필지,062-941-1095,자동차충전
광주 광산구,명성가스,"광주 광산구 비아동 63-52,66-48,66-68,1-22",062-951-2382,자동차충전
광주 광산구,신창엘피지충전소,광주 광산구 신창동 1086-5,062-955-1857,자동차충전
광주 광산구,(주)수완엘피지건설,광주 광산구 사암로 668,062-571-8600,자동차충전
광주 남구,(주)반디가스,광주 남구 송하동 258-11,062-655-8301,자동차충전
광주 남구,금선에너지,광주 남구 송하동 261-2,062-674-1789,용기+자동차+13kg용기
광주 남구,SK 대광충전소,광주 남구 송하동 261-6,062-676-8004,용기+탱크+13kg용기
광주 남구,광주LPG충전소,광주 남구 송하동 357,062-674-0771,용기+자동차+13kg용기
광주 남구,효천LPG충전소,"광주 남구 임암동 98-4,100-4,101-3",062-674-1482,자동차충전
광주 남구,(주)금정남광주LPG충전소,광주 남구 송하동 91-3,062-675-2306,자동차충전
광주 동구,(주)반디이원 지원점,광주 동구 월남동 254-2,062-234-2757,자동차충전
광주 동구,동부충전소,광주 동구 용산동 297-9,062-222-3971,자동차충전
광주 북구,대성LPG충전소,광주 북구 양산동 409-9,062-571-9185,용기+자동차+13kg용기
광주 북구,(주)도시산업신안동영업소,광주 북구 신안동 501-1,062-529-4633,자동차충전
광주 북구,(주)대창석유 국일충전소,광주 북구 두암동 352-1,062-262-2022,자동차충전
광주 북구,광주개인택시조합LPG충전소,광주 북구 본촌동 451,062-572-7711,자동차충전
광주 북구,고려가스 광산업 충전소,광주 북구 월출동 545-4,062-572-3628,자동차+탱크
광주 북구,반디가스앤오일(주),광주 북구 운암동 411-1,062-523-8301,자동차충전
광주 북구,미래LPG충전소,광주 북구 신용동 487-12,062-574-5700,자동차충전
광주 북구,(주)무등엘피지충전소,광주 북구 본촌동 766-3,062-575-5188,자동차충전
광주 북구,패밀리LPG충전소,광주 북구 생용동 75-11,062-513-3824,자동차충전
광주 북구,매일엘피지,광주 북구 용전동 1223-7,062-574-5182,자동차충전
광주 북구,동광주LPG충전소,광주 북구 망월동 1089-1,062-266-0400,자동차충전
광주 북구,동화가스(주),광주 북구 각화동 208-1,062-266-1881,용기+자동차+13kg용기
광주 북구,바로오케이충전소,광주 북구 운암동 1351,062-512-9300,자동차충전
광주 북구,(주)반디이원 일곡점,광주 북구 일곡동 44-2,062-574-8400,자동차충전
광주 북구,디오LPG충전소,광주 북구 용두동 1043-20,062-573-0093,자동차충전
광주 서구,MC Energy 충전소,광주 서구 쌍촌동 870-2,062-371-5557,용기+자동차+13kg용기
광주 서구,풍암충전소이앤지,광주 서구 매월동 493-11,062-674-0771,자동차충전
광주 서구,(유)남악아이씨개발 청기와가스,광주 서구 화정동 134-25,062-363-7777,용기+자동차+13kg용기
광주 서구,대양서광주충전소,광주 서구 세하동 171-20,062-655-5252,자동차충전
광주 서구,(주)대동가스,광주 서구 매월동 578-1,062-682-5151,자동차충전
광주 서구,기아자동차(주),광주 서구 내방동 700-1,062-370-3393,자동차사
대전 대덕구,(주)중앙그린에너지2호점,"대전 대덕구 상서동 441-3,443-9,441",042-931-0771,자동차충전
대전 대덕구,대화LPG충전소,대전 대덕구 대화동 16-140,042-625-0344,자동차충전
대전 대덕구,대전LPG충전소,대전 대덕구 대화동 3-1,042-627-6334,용기+자동차+탱크+13kg용기
대전 대덕구,신탄진충전소,대전 대덕구 상서동 349-12,042-934-1051,자동차충전
대전 대덕구,상서충전소,대전 대덕구 상서동 440,042-932-6460,자동차충전
대전 대덕구,대덕밸리LPG충전소,대전 대덕구 평촌동 226-5,042-933-8090,자동차충전
대전 대덕구,(주)회덕아이씨주유소충전소,대전 대덕구 신대동 433-2,042-672-5151,자동차충전
대전 대덕구,대덕충전소,대전 대덕구 대화동 549-16,042-628-6460,자동차충전
대전 대덕구,대화공단엘피지충전소,대전 대덕구 읍내동 511외 4필지,042-638-0671,자동차충전
대전 대덕구,공단LPG충전소,대전 대덕구 신일동 1684-1,042-935-1365,자동차충전
대전 대덕구,우성LPG충전소,대전 대덕구 연축동 294-2,042-623-2188,자동차충전
대전 대덕구,동대전충전소,"대전 대덕구 오정동 432-1, 432-8",042-626-6460,자동차충전
대전 대덕구,신탄진(상)LPG충전소,"대전 대덕구 상서동 236-32,34",042-934-2445,자동차충전
대전 대덕구,SK대전충전소,대전 대덕구 대화동 411-5,042-622-4928,용기+탱크+13kg용기
대전 대덕구,정동가스충전소,대전 대덕구 오정동 478-4,042-623-0487,자동차충전
대전 대덕구,갑천LPG충전소,대전 대덕구 신대동 426외 5필지,042-635-4062,자동차충전
대전 대덕구,시온가스충전소,대전 대덕구 신탄진동 294-5,042-936-6568,자동차충전
대전 동구,내트럭(주)남대전사업소,대전 동구 구도동 366,042-271-5673,자동차충전
대전 동구,판암IC자동차가스충전소,대전 동구 삼정동 118-11,042-271-4450,자동차+13kg용기
대전 동구,고속가스충전소,대전 동구 성남2동 502-4,042-634-0002,자동차충전
대전 동구,대양가스충전소,대전 동구 가양동 422-7,042-342-0017,자동차충전
대전 동구,중도가스(주)대전영업소,"대전 동구 대성동 206-1,179",042-282-2312,용기+자동차+탱크+13kg용기
대전 동구,남대전IC LPG충전소,대전 동구 대성동 266,042-271-0046,자동차충전
대전 서구,대전가스충전소,대전 서구 변동 12-7,042-523-5897,자동차충전
대전 서구,서정LPG충전소,"대전 서구 정림동 8-57, 8-54",042-582-8131,자동차충전
대전 서구,월평LPG충전소,"대전 서구 월평1동 105-2,6,7,8",042-522-9464,자동차충전
대전 서구,정림가스충전소,대전 서구 정림동 293-10,042-523-8235,자동차충전
대전 서구,(주)대전개인택시충전소 가장지점,대전 서구 가장동 31-4,042-537-6460,자동차충전
대전 유성구,유성IC충전소,"대전 유성구 장대동 220-18,220-1,219,4,219/1",042-824-7175,자동차충전
대전 유성구,서대전IC충전소,"대전 유성구 원내동 427,428-6",042-545-5820,자동차충전
대전 유성구,동학사엘피지충전소,대전 유성구 갑동 404,042-822-5172,자동차충전
대전 유성구,(주)황제충전소,대전 유성구 덕진동 50,042-861-3800,자동차충전
대전 유성구,송정가스충전소,대전 유성구 송정동 300-1,042-586-2220,자동차충전
대전 유성구,SK유성충전소,대전 유성구 갑동 398,042-825-0405,자동차충전
대전 유성구,유성학하충전소,대전 유성구 학하동 501-2,042-825-8998,자동차충전
대전 유성구,진잠유통단지LPG충전소,대전 유성구 교촌동 331-1,042-544-1777,자동차충전
대전 유성구,(주)방동LPG충전소,대전 유성구 방동 474-4,042-543-1575,자동차충전
대전 중구,대명가스충전소,대전 중구 오류동 190-18,042-522-9002,자동차충전
대전 중구,동일석유(주)삼영LPG충전소,대전 중구 중촌동 193-1,042-252-6873,용기+자동차+탱크+13kg용기
대전 중구,에스케이(SK)대진충전소,대전 중구 중촌동 194-1,042-255-5764,자동차충전
대전 중구,중도가스(주)서대전충전소,대전 중구 오류동 182-1,042-531-1721,자동차충전
대전 중구,삼경가스(주)충전소,대전 중구 산성동 166-1,042-582-0091,용기+자동차+13kg용기
대전 중구,(합)유한가스한밭에스콜 유한가스충전소,대전 중구 중촌동 198-1,042-222-2700,자동차충전
대전 중구,대전개인택시충전소,"대전 중구 안영동 280, 279-1.2,355",042-586-6460,자동차충전
대전 중구,세일가스충전소,대전 중구 석교동 17-2,042-271-2271,자동차충전
대전 중구,맘모스LPG충전소,"대전 중구 중촌동 413-43,413-44",042-257-8898,자동차충전
울산 남구,대양울산충전소,울산 남구 여천동 1000-1,052-272-8487,용기+자동차+13kg용기
울산 남구,대양제2충전소,울산 남구 무거1동 1283,052-274-2114,자동차충전
울산 남구,울산LPG충전소,울산 남구 여천동 901-19번지,052-275-8844,용기+자동차+13kg용기
울산 남구,울산개인택시제1충전소,울산 남구 야음동 155-3,052-257-7462,자동차충전
울산 남구,개인택시복지충전소,울산 남구 무거동 1312-1,052-267-8999,자동차충전
울산 남구,남울산LPG충전소,울산 남구 상개동 73-3,052-273-4750,자동차+13kg용기
울산 남구,대양제1충전소,울산 남구 여천동 1110-7  대양제1충전소,052-227-4350,자동차충전
울산 남구,울산두왕LPG충전소,울산 남구 두왕동 71-12,052-265-8826,자동차충전
울산 남구,(주)남산가스충전소,울산 남구 신정동 1545번지,052-275-1652,자동차충전
울산 남구,"에스케이울산충전소(구,금광가스)",울산 남구 달동 1272-8번지,052-273-4636,용기+자동차+13kg용기
울산 남구,(주)옥동엘피지 수소 복합충전소,울산 남구 옥동 68-1,052-265-5540,자동차충전
울산 남구,SK울산충전소,울산 남구 삼산동 1497-5번지,052-273-6051,자동차충전
울산 남구,명진가스(주)삼산지점,울산 남구 삼산동 1639-1,052-271-7771,자동차충전
울산 동구,동구LPG충전소,울산 동구 방어동 903-2,052-234-0882,자동차충전
울산 북구,대성산업(주)연암대성충전소,울산 북구 진장동 110-3.110-4번지,052-288-0151,자동차충전
울산 북구,대양충전소,울산 북구 신천동 422-2,052-298-3114,자동차충전
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전
울산 북구,(주)아성에너지,울산 북구 효문동 666,052-287-1666,용기+자동차+13kg용기
울산 북구,경동가스충전소,울산 북구 연암동 1263-4,052-288-0610,자동차충전
울산 북구,태평양LPG충전소,울산 북구 중산동 464-3,052-295-2520,자동차충전
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전
울산 북구,현대자동차(주),울산 북구 양정동 700번지,052-215-8445,자동차충전
울산 북구,연암LPG충전소,울산 북구 연암동 1358,052-283-1440,자동차충전
울산 울주군,청량가스충전소,울산 울주군 청량면 동천리 199-2,052-260-4515,자동차충전
울산 울주군,만수르에너지충전소,울산 울주군 삼남면 신화리 1456번지,052-262-9955,자동차+13kg용기
울산 울주군,(주)신일복합충전소,울산 울주군 웅촌면 곡천리1-11번지,052-225-1500,용기+자동차+13kg용기
울산 울주군,동양가스산업(주)오복충전소,울산 울주군 웅촌면 대복리 452-1,052-225-9036,자동차+13kg용기
울산 울주군,울산가스충전소,울산 울주군 언양읍 직동리 182-1,052-264-5189,자동차충전
울산 울주군,(주)문수가스충전소,울산 울주군 웅촌면 대복리5-5번지,052-223-8600,자동차충전
울산 울주군,(주)일선에너지 온산LPG충전소,울산 울주군 온산읍 화산리 1006-6,052-238-8114,자동차충전
울산 울주군,상대LPG충전소,울산 울주군 웅촌면 대대리 1017-5,052-225-6051,자동차+13kg용기
울산 울주군,(주)온양유류:구)온양LPG충전소,울산 울주군 온양읍 망양리 640,052-239-3873,자동차충전
울산 울주군,통도IC충전소,울산 울주군 삼남면 방기리 241-1번지,052-372-6336,자동차충전
울산 울주군,(주)박앤정-채움가스충전소,울산 울주군 온양읍 운화리 212,052-238-8775,자동차충전
울산 울주군,(주)정우에너지입암가스충전소,울산 울주군 범서읍 입암리 997-1,052-248-0019,자동차충전
울산 울주군,언양가스충전소,울산 울주군 언양읍 어음리124,052-263-0888,자동차충전
울산 울주군,(주)오일석유,"울산 울주군 언양읍 반곡리 900-2, 900-3, 900-8, 900-9",052-263-6146,자동차충전
울산 중구,우정혁신도시충전소,울산 중구 교동 산39,052-244-2244,자동차충전
울산 중구,태화가스충전소,울산 중구 태화동 949-4번지외3필지,052-223-1580,자동차충전
세종,(주)한화연기LPG충전소,세종  연동면 응암리 786-4,044-864-7068,자동차+탱크
세종,서일산업(주),충남 연기군 전의면 유천리 85-6,044-867-2211,용기+자동차+탱크+13kg용기
세종,조치원LPG충전소,세종 * 조치원읍 신안리 209-7,044-864-3651,자동차+13kg용기
세종,(주)한유에너지 중부가스충전소,충남 연기군 조치원읍 번암리 189-3,044-866-5151,자동차충전
세종,(주)솔로케미칼,세종 전의면 동교리 19-4,044-866-2199,용기+탱크+13kg용기
세종,신안LPG충전소,충남 연기군 조치원읍 신안리 86-4,044-867-2346,자동차충전
세종,SK남세종충전소,세종 금송로 595,044-865-6635,자동차충전
세종,SK세종충전소,세종 연기면 산울리 693 (1동) 1567,044-866-6634,자동차충전
